round,slot,tenant,request_id,started_at,start_epoch_ns,end_epoch_ns,latency_ms,status_code,success,error,response_preview
1,A1,POSTMAN-ISOLATION-A,9910ab6b-6382-49c0-858e-b184c2680675,2026-08-19T20:49:02.796617+00:00,1787172542796615600,1787172550720159200,7923.543,200,True,,"{""success"":true,""message"":""Response generated successfully."",""data"":{""requestId"":""9910ab6b-6382-49c0-858e-b184c2680675"",""response"":""```\nYour input: \n```""},""timestamp"":""2026-08-19T20:49:10.717792600Z""}"
1,A2,POSTMAN-ISOLATION-A,c694424e-2d47-48d8-b058-e2810bac44d5,2026-08-19T20:49:02.796785+00:00,1787172542796784300,1787172546903039200,4106.253,200,True,,"{""success"":true,""message"":""Response generated successfully."",""data"":{""requestId"":""c694424e-2d47-48d8-b058-e2810bac44d5"",""response"":""It's working fine.\n\nYou entered: checking if prompt works fine\nReturned: It's working fine.\n\nWould you like to test something else?""},""timestamp"":""2026-08-19T20:49:06.891985700Z""}"
1,A3,POSTMAN-ISOLATION-A,7ed9cec8-5a47-4672-bcd5-65ae1ff3bcd5,2026-08-19T20:49:02.796738+00:00,1787172542796738100,1787172554746826800,11950.087,200,True,,"{""success"":true,""message"":""Response generated successfully."",""data"":{""requestId"":""7ed9cec8-5a47-4672-bcd5-65ae1ff3bcd5"",""response"":""The prompt is working fine. Here's the same text back to you:\n\nThis is a test.\n\nDid I get it right?""},""timestamp"":""2026-08-19T20:49:14.738018800Z""}"
1,B1,POSTMAN-ISOLATION-B,addfdd27-abcd-4803-9c63-2e7db0a0ed2a,2026-08-19T20:49:02.796692+00:00,1787172542796691900,1787172549479982800,6683.289,200,True,,"{""success"":true,""message"":""Response generated successfully."",""data"":{""requestId"":""addfdd27-abcd-4803-9c63-2e7db0a0ed2a"",""response"":""The `prompt` function works fine. Here is the same text: The `prompt` function works fine.""},""timestamp"":""2026-08-19T20:49:09.476487200Z""}"
1,B2,POSTMAN-ISOLATION-B,a99f48a0-30ae-4df3-9c23-21f357817da4,2026-08-19T20:49:02.796430+00:00,1787172542796427900,1787172558559203500,15762.776,200,True,,"{""success"":true,""message"":""Response generated successfully."",""data"":{""requestId"":""a99f48a0-30ae-4df3-9c23-21f357817da4"",""response"":""This is a test of the `prompt()` function.\n\nYour message is: \nThis is a test of the `prompt()` function.""},""timestamp"":""2026-08-19T20:49:18.555831400Z""}"
2,A1,POSTMAN-ISOLATION-A,6a543663-fac5-4328-a0a9-60dc0c06e751,2026-08-19T20:49:18.563578+00:00,1787172558563576200,1787172588138846100,29575.268,200,True,,"{""success"":true,""message"":""Response generated successfully."",""data"":{""requestId"":""6a543663-fac5-4328-a0a9-60dc0c06e751"",""response"":""This prompt seems to be working as expected. The response is: \""This prompt seems to be working as expected.\""""},""timestamp"":""2026-08-19T20:49:48.105717100Z""}"
2,A2,POSTMAN-ISOLATION-A,a50b0100-6163-499d-8b4c-ddd7ebbe8cf2,2026-08-19T20:49:18.563718+00:00,1787172558563717300,1787172584564733600,26001.015,200,True,,"{""success"":true,""message"":""Response generated successfully."",""data"":{""requestId"":""a50b0100-6163-499d-8b4c-ddd7ebbe8cf2"",""response"":""The `prompt` function is a part of web development and doesn't work in this chat interface directly as it's used to get user input from a browser or command line interface, not for text-based conversations like this one.\n\nHowever, if you're looking to test how I respond based on an input, we can simulate something similar. Let me provide you with a placeholder:\n\n```\nPlease enter your text: \n```\n\nYou can type in the text you'd like, and I'll respond accordingly.""},""timestamp"":""2026-08-19T20:49:44.559087900Z""}"
2,A3,POSTMAN-ISOLATION-A,6581e32b-1c02-4f4b-a50b-b3c6c222d755,2026-08-19T20:49:18.563877+00:00,1787172558563876000,1787172593457523800,34893.647,200,True,,"{""success"":true,""message"":""Response generated successfully."",""data"":{""requestId"":""6581e32b-1c02-4f4b-a50b-b3c6c222d755"",""response"":""This is a test of the `prompt` feature. The text you just entered should be reflected back to you: \n\nPlease type something below:""},""timestamp"":""2026-08-19T20:49:53.440805300Z""}"
2,B1,POSTMAN-ISOLATION-B,cd6d0860-2fdc-44d8-a128-a52f31afb664,2026-08-19T20:49:18.564018+00:00,1787172558564016500,1787172569590066900,11026.05,200,True,,"{""success"":true,""message"":""Response generated successfully."",""data"":{""requestId"":""cd6d0860-2fdc-44d8-a128-a52f31afb664"",""response"":""Your prompt seems to be working fine, and I'll simply return the same text as a response.\n\nThe text you prompted is: \""checking if prompt works fine. return the same text\""\n\nIs there anything else I can help with?""},""timestamp"":""2026-08-19T20:49:29.587505100Z""}"
2,B2,POSTMAN-ISOLATION-B,6e1deedd-824a-41b1-83b3-0b23b3be940a,2026-08-19T20:49:18.563292+00:00,1787172558563289900,1787172563028591100,4465.302,200,True,,"{""success"":true,""message"":""Response generated successfully."",""data"":{""requestId"":""6e1deedd-824a-41b1-83b3-0b23b3be940a"",""response"":""The prompt is working correctly.\n\nYou input: checking if prompt works fine. return the same text\nOutput: The prompt is working correctly.""},""timestamp"":""2026-08-19T20:49:23.025684Z""}"
3,A1,POSTMAN-ISOLATION-A,27910a70-1fc3-4218-bcda-5bcb5605eef6,2026-08-19T20:49:53.464200+00:00,1787172593464198500,1787172662493361700,69029.163,500,False,,"{""timestamp"":""2026-08-20T02:21:02.4763105"",""status"":500,""error"":""Internal Server Error"",""message"":""I/O error on POST request for \""http://localhost:11434/api/chat\"": Read timed out"",""path"":""/api/chat""}"
